title,addr1,mapx,mapy,contenttypeid
덕구온천스파월드,경상북도 울진군 북면 덕구온천로 924,129.2816722994,37.0794591327,12
덕동계곡,충청북도 제천시 백운면 화당로2길 19,127.9878464609,37.1721349831,12
덕동산근린공원,경기도 평택시 비전동 산84-14,127.1000036944,36.9977222941,12
덕동생태숲,충청북도 제천시 백운면 덕동로 545,127.9520484687,37.2140711502,12
덕동해수욕장,경상남도 통영시 욕지면 서산리,128.2347217926,34.6356355724,12
덕룡산,전라남도 강진군 도암면 봉황리,126.6970893381,34.5343901088,12
덕림서원,경상북도 포항시 남구 장기면 읍내길13번길 47,129.4931917054,35.8869626996,12
덕바위농촌체험휴양마을,충청남도 논산시 연산면 선비로604번길 46-20,127.1845584433,36.2374638940,12
덕봉산,강원특별자치도 삼척시 원덕읍 노곡리,129.3416272057,37.1989938215,12
덕봉서원,경기도 안성시 양성면 덕봉리 108,127.1921690189,37.0462266745,12
덕사(청도),경상북도 청도군 화양읍 소라길 16-107,128.7428223703,35.6543498551,12
덕산 메타세쿼이아길,충청남도 예산군 덕산면 사동리,126.6586131033,36.6879474712,12
덕산계곡,전북특별자치도 장수군 장수읍 덕산리 772,127.5433850427,35.6021341648,12
덕산계곡(덕산용소),전북특별자치도 장수군 장수읍 덕산로 620-200,127.5456680994,35.6049811048,12
덕산기 계곡,강원특별자치도 정선군 정선읍,128.7195970900,37.3695538180,12
덕산너덜 (무등산권 국가지질공원),광주광역시 북구 무등로 1550,126.9890013959,35.1441458348,12
덕산도립공원,충청남도 예산군 덕산면,126.6225054620,36.6801283021,12
덕산사(금산),충청남도 금산군 부리면 배정이길 39,127.5417368923,36.0600043400,12
덕산사(내원사),경상남도 산청군 대하내원로 256 내원사,127.8099361230,35.3000091087,12
덕산서원(고성),경상남도 고성군 마암면 두호2길 76-13,128.3463382965,35.0139146837,12
덕산서원(대구),대구광역시 수성구 청호로46길 5-3,128.6405817836,35.8390493209,12
덕산서원(영주),경상북도 영주시 부석면 감산길46번길 13-5,128.6547379129,36.9397492070,12
덕산싸이판대온천,충청남도 예산군 덕산면 사동리,126.6523690438,36.6946521466,12
덕산온천지구,충청남도 예산군 덕산면,126.6534911435,36.6954437417,12
덕산저수지,경기도 안성시 삼죽면 보삼로 634-16,127.3632168240,37.0688493581,12
덕산항,강원특별자치도 삼척시 근덕면 덕산해안로 200-21,129.2548683473,37.3778549116,12
덕산해변,강원특별자치도 삼척시 근덕면 덕산해변길 114,129.2409610100,37.3858676065,12
덕산향교,충청남도 예산군 덕산면 덕산향교길 88-34,126.6574017788,36.7000516122,12
덕수공원,경상북도 포항시 북구 덕수동,129.3604460250,36.0439618739,12
덕수궁,서울특별시 중구 세종대로 99,126.9749296905,37.5661486714,12
덕수궁 대한문,서울특별시 중구 세종대로 99 (정동),126.9765906796,37.5651071556,12
덕수궁 돌담길,서울특별시 중구 세종대로 지하 101,126.9748935853,37.5660820124,12
덕숭산,충청남도 예산군 덕산면,126.6217391894,36.6679463582,12
덕신소공원,울산광역시 울주군 온산읍 덕신리 269,129.3110843877,35.4334714025,12
덕암교,충청남도 천안시 동남구 광덕면 대덕리,127.0914155492,36.6953653061,12
덕암서원(성주),경상북도 성주군 월항면 유월3길 29-72,128.3222870957,35.9586188156,12
덕암서원(임실),전북특별자치도 임실군 지사면 원산3길 1-22,127.3591767398,35.5874020585,12
덕양서원(고양),경기도 고양시 덕양구 고양대로 1445-46,126.8454167759,37.6548082631,12
덕양서원(고흥),전라남도 고흥군 동일면 성두구룡길 132,127.4428102349,34.5284949301,12
덕양서원(곡성),전라남도 곡성군 오곡면 덕양서원길 42,127.3104616470,35.2634267543,12
덕양서원(의성),경상북도 의성군 춘산면 옥매길 101,128.8218320603,36.2470008822,12
덕양전,경상남도 산청군 금서면 동의보감로 995,127.7975580588,35.4579244014,12
덕연서원,경상남도 함안군 칠원읍 예용3길 12-2,128.5088165363,35.2969663857,12
덕우리대촌마을,강원특별자치도 정선군 정선읍 대촌길 3,128.7119313768,37.3607296875,12
덕우리체험마을,강원특별자치도 정선군 정선읍 백오담길 27,128.7140867688,37.3597576186,12
덕원서원,경상남도 합천군 청덕면 성태길 81,128.3189670514,35.5856526383,12
덕원해수욕장,경상남도 거제시 동부면 가배리 556-3,128.5743079796,34.7783840090,12
덕유산국립공원 적상전망대,전북특별자치도 무주군 적상면 북창리,127.6985201886,35.9564439155,12
덕유산국립공원(남덕유분소),경상남도 거창군 북상면 소정리,127.7993090218,35.8328819725,12
"덕유산국립공원(본소,적상분소)",전북특별자치도 무주군 설천면 구천동1로 159,127.7751204501,35.9007210596,12
덕음암(남원),전북특별자치도 남원시 소리길 122-24 (어현동),127.3911675204,35.4057231825,12
덕재산,전북특별자치도 임실군 성수면 봉강리,127.3382369169,35.5878544206,12
덕적군도,인천광역시 옹진군 덕적면 문갑리,126.1117803784,37.1706405843,12
덕적도 갈대 군락지,인천광역시 옹진군 덕적면 덕적북로 130,126.1446675185,37.2276262006,12
덕적도 능동자갈마당,인천광역시 옹진군 덕적면,126.1024452213,37.2705482693,12
덕적도 비조봉,인천광역시 옹진군 덕적면,126.1299135279,37.2194907809,12
덕주사 마애여래입상 (덕주사 마애불),충청북도 제천시 한수면 미륵송계로2길 87,128.0987148874,36.8620032692,12
덕주사 약사여래입상,충청북도 제천시 한수면 미륵송계로2길 87,128.0978371813,36.8622448916,12
덕주사(제천),충청북도 제천시 한수면 미륵송계로2길 87,128.0986787808,36.8619616062,12
덕진공원,전북특별자치도 전주시 덕진구 권삼득로 390,127.1218687977,35.8475156135,12
덕진산성,경기도 파주시 군내면 정자리 13,126.7711550825,37.9144794390,12
덕천서원(무주),전북특별자치도 무주군 이남3길 5,127.8017710201,35.9976188549,12
덕천서원(산청),경상남도 산청군 시천면 남명로 137,127.8333708425,35.2744596245,12
덕천서원(성주),경상북도 성주군 수륜면 수륜리,128.2131919873,35.8282010609,12
덕천서원(청주),충청북도 청주시 상당구 가덕면 노동리,127.5353187484,36.5432462302,12
덕천해수욕장,경상북도 영덕군 병곡면 고래불로,129.4233029061,36.5675870048,12
덕촌리 독립운동가마을,충청북도 청주시 흥덕구 옥산면 덕촌리 6-2,127.3618976834,36.6625433287,12
덕태산,전북특별자치도 진안군 백운면 백운동로 401-109,127.4441698615,35.6684971258,12
덕평공룡수목원,경기도 이천시 마장면 작촌로 282,127.3384366430,37.2336187677,12
덕포해수욕장,경상남도 거제시 덕포5길 32-4,128.7104315142,34.9110910787,12
덕풍계곡,강원특별자치도 삼척시 가곡면 덕풍길 44,129.1583542077,37.1222684932,12
덕풍공원,경기도 하남시 덕풍공원로 100 덕풍근린공원 제2공영주차장,127.1994156607,37.5361450909,12
덕항산,강원특별자치도 삼척시 신기면 대기리,129.0360818354,37.3039230357,12
덕흥해수욕장,전라남도 고흥군 동일면 덕흥양쪽길 118,127.4586172207,34.5271259078,12
데미샘(섬진강발원지),전북특별자치도 진안군 백운면 데미샘1길 172,127.4610575560,35.6570348322,12
데미샘자연휴양림,전북특별자치도 진안군 백운면 데미샘1길 172,127.4610603316,35.6570931590,12
델타루 (에코델타시티 전망대),부산광역시 강서구 대저2동 5438-3,128.9220570282,35.1364113857,12
델피노호텔&리조트 오션플레이,강원특별자치도 고성군 토성면 미시령옛길 1153,128.4937555708,38.2121351898,12
도갑사,전라남도 영암군 군서면 도갑사로 306,126.6629176128,34.7529927741,12
도강영당,충청남도 부여군 부여읍 부소로 15,126.9127481788,36.2852231283,12
도계서원,경상북도 영천시 북안면 신평탑골길 93-57,129.0226467885,35.8888813514,12
도계서원,전북특별자치도 정읍시 덕천면 도계1길 34-13,126.8122351043,35.6382924197,12
도계서원,경상북도 봉화군 봉화읍 사제길 12,128.6737960222,36.8895136599,12
도계서원 유허비,경상남도 함안군 함안면 파수리,128.4047244370,35.2386405063,12
도계역 급수탑,강원특별자치도 삼척시 전두남1길 33-20,129.0435390639,37.2268403735,12
도계유리마을,강원특별자치도 삼척시 도계읍 도계로 31,129.0385760403,37.2129029900,12
도곡 원네스 스파·리조트,전라남도 화순군 도곡면 온천1길 45,126.9033118398,35.0291490268,12
도곡서원,경상남도 함양군 지곡면 병곡지곡로 859,127.7633220901,35.5667281616,12
도곡온천단지,전라남도 화순군 도곡면 천암리,126.9028896419,35.0296656282,12
도곡재,대구광역시 달성군 하빈면 육신사길 60,128.4165551022,35.9104871104,12
도구해수욕장,경상북도 포항시 남구 동해면 일월로81번길,129.4444096143,35.9918193724,12
도그스포지움 송추점,경기도 양주시 호국로 542-20,126.9750531497,37.7177532607,12
도깨비 양조장,충청북도 단양군 가곡면 사평3길 5,128.3847678434,37.0264397170,12
도남관광지,경상남도 통영시 큰발개1길 33 (도남동),128.4387212713,34.8271400232,12
도남서원,경상북도 상주시 도남2길 91,128.2543296669,36.4400794433,12
도남서원(창원),경상남도 창원시 의창구 동읍 동읍로401번길 68,128.6593894294,35.2986744874,12
도남지,대구광역시 북구 도남동,128.5911241354,35.9706446156,12
도남항 동방파제 등대 (연필등대),경상남도 통영시 도남로 269-38,128.4337077799,34.8286369883,12
도너리오름,제주특별자치도 서귀포시 안덕면 한창로 775,126.3320881680,33.3243994944,12
도담마을 도담정원,충청북도 단양군 단양읍 도담삼봉2길 6,128.3471191738,37.0012030213,12
도담삼봉,충청북도 단양군 매포읍 삼봉로 644,128.3448249603,37.0003447435,12
도담삼봉 음악분수,충청북도 단양군 매포읍 삼봉로 644-13,128.3417752212,37.0007696372,12
도당공원,경기도 부천시 소사로593번길 124,126.7899619590,37.5122794075,12
도덕산 출렁다리,경기도 광명시 광명동,126.8597151908,37.4674525228,12
도덕산공원,경기도 광명시 도덕로 79,126.8577236837,37.4682496177,12
도덕암(칠곡),경상북도 칠곡군 동명면 한티로 260,128.5990257854,35.9860485709,12
도덕폭포,전북특별자치도 정읍시 내장동,126.9250845294,35.4854700231,12
"도동 해안산책로 (울릉도,독도 국가지질공원)",경상북도 울릉군 울릉읍 도동리,130.9102512814,37.4829041590,12
도동등대(행남등대),경상북도 울릉군 행남길 291-71 행남등대,130.9189559357,37.4869233254,12
도동서원 [유네스코 세계유산],대구광역시 달성군 구지면 도동서원로 1,128.3719203522,35.7012294283,12
도동서원(고창),전북특별자치도 고창군 신림면 가평1길 64,126.7419148771,35.4779705412,12
도동서원(김천),경상북도 김천시 구성면 상좌원3길,128.0332853034,36.0448509866,12
도동약수공원,경상북도 울릉군 울릉읍 도동리,130.9004271646,37.4824151202,12
도동항,경상북도 울릉군 울릉읍 도동리,130.9088403356,37.4816514944,12
도동해변,경상남도 통영시 욕지면 서산리,128.2351160242,34.6425542510,12
도두봉,제주특별자치도 제주시 도두항길 4-17 (도두일동),126.4672362102,33.5067925638,12
도두봉전망대,제주특별자치도 제주시 도두일동,126.4687471529,33.5084201852,12
도두항,제주특별자치도 제주시 도공로 2,126.4650003076,33.5061675974,12
도드람산(저명산),경기도 이천시 마장면 서이천로,127.3925641313,37.2670047754,12
도드람테마파크,경기도 이천시 부발읍 경충대로 1917,127.5025410276,37.2412430862,12
도라산 평화공원,경기도 파주시 장단면 제3땅굴로 310,126.7048279898,37.9089594521,12
도라산역,경기도 파주시 희망로 307 도라산역,126.7096417227,37.8989079340,12
도라전망대,경기도 파주시 장단면 제3땅굴로 310,126.7047863286,37.9088872381,12
도락산,충청북도 단양군 단성면 가산리,128.3131680804,36.8564190057,12
도란원 샤토미소,충청북도 영동군 매곡면 유전장척길 143,127.9366953851,36.1921296972,12
도래마을,전라남도 나주시 다도면 동력길 2,126.8211559631,34.9985733148,12
도래미마을,인천광역시 강화군 선원면 해안동로 1129-19,126.5091208399,37.7152063663,12
도래울바람물공원,경기도 고양시 덕양구 도내동,126.8744148570,37.6290534454,12
도련 감귤나무 숲,제주특별자치도 제주시 도련남3길 81,126.5871453787,33.5003118593,12
도롱이연못,강원특별자치도 정선군 사북읍 사북리 산 155-3,128.8145409803,37.1973782328,12
도리마을은행나무숲,경상북도 경주시 서면 도리길 35-102,129.0908288474,35.9185431690,12
도리미오름,제주특별자치도 제주시 구좌읍 송당리,126.7697172117,33.4315668324,12
도리사(구미),경상북도 구미시 해평면 도리사로 526,128.3997080718,36.2554642817,12
도리산전망대,전라남도 진도군 조도면 여미리,126.0050523086,34.3282658999,12
도리포,전라남도 무안군 해제면,126.3464690952,35.1566586763,12
도림사 계곡,전라남도 곡성군 곡성읍 월봉리,127.2618631226,35.2649174154,12
도림사(곡성),전라남도 곡성군 곡성읍 도림로 175,127.2575578920,35.2670754311,12
도림사(광주),광주광역시 광산구 도림하길 33,126.7007374404,35.1666995405,12
도림사(대구),대구광역시 동구 인산로 242 (진인동),128.7299069484,35.9491496222,12
도마령,충청북도 영동군 용화면 조동리,127.8115183942,36.0623949935,12
도마치계곡,경기도 가평군 북면 조무락골길 132,127.7361092460,37.0322214660,12
도명산,충청북도 괴산군 청천면 화양동길 12,127.8025771544,36.6788855106,12
도봉사,경상북도 칠곡군 석적읍 유학로 785-66,128.4835281863,36.0661734591,12
도봉산,서울특별시 도봉구 도봉동,127.0151139227,37.6987534162,12
도봉서원(서울),서울특별시 도봉구 도봉동,127.0291157199,37.6883548791,12
도봉서원(창원),경상남도 창원시 의창구 동읍 석산길16번길 5-11,128.6592945587,35.3146865744,12
도비 마루길,충청남도 서산시 부석면 지산리,126.4183318187,36.6962784775,12
도비도항,충청남도 당진시 석문면 대호만로 2888-14,126.4623552620,37.0212444868,12
도사곡휴양림,강원특별자치도 정선군 사북읍 지장천로 436-27,128.7957167855,37.2266800583,12
도산공원,서울특별시 강남구 도산대로45길 20,127.0338117034,37.5214632538,12
도산서당,전북특별자치도 고창군 고창읍 도산1길 4,126.6609147089,35.4396068597,12
도산서원 [유네스코 세계유산],경상북도 안동시 도산면 도산서원길 154,128.8425024340,36.7270437877,12
도산서원(고성),경상남도 고성군 구만면 화림3길 88,128.3345758446,35.1033933256,12
도산서원(대전),대전광역시 서구 남선로 8,127.3961838684,36.3440748834,12
도산서원(무주),전북특별자치도 무주군 안성면 사전1길 24-13,127.6684640178,35.8718891031,12
도산원탕,경상북도 안동시 도산면 온천로 570,128.8201648427,36.7505017932,12
도선국사마을,전라남도 광양시 옥룡면 상산길 48,127.5933617929,35.0444479907,12
도선굴,경상북도 구미시 금오산로 434-1,128.2988156329,36.1062405109,12
도선사(서울),서울특별시 강북구 삼양로173길 504,126.9897341460,37.6552274686,12
도성사,경기도 포천시 화현면 화동로 548-47,127.3121972416,37.9141615080,12
도성암,대구광역시 달성군 유가읍 도성길 180,128.5167432641,35.7176996555,12
도성암 3층석탑,대구광역시 달성군 유가읍 도성길 180,128.5167849274,35.7176857691,12
도성암(창녕),경상남도 창녕군 창녕읍 자하곡길 147,128.5206199172,35.5436971500,12
도솔계곡(선운산),전북특별자치도 고창군 아산면 선운사로 250,126.5795288199,35.4976850110,12
도솔광장,충청남도 천안시 동남구 천안대로 844 (신부동),127.1629611304,36.8243100703,12
도솔암(고창),전북특별자치도 고창군 도솔길 294 도솔암,126.5639528575,35.4806033555,12
도솔암(울산),울산광역시 북구 화동15길 77,129.3746104078,35.5951044359,12
도솔암(해남),전라남도 해남군 송지면 마봉송종길 355-300,126.5650885954,34.3531526910,12
도시농업공원,서울특별시 양천구 신월동,126.8262419697,37.5128105466,12
도시산림공원토리숲,강원특별자치도 홍천군 홍천읍 설악로 1774,127.8935231873,37.6886901585,12
도시해녀,제주특별자치도 제주시 애월읍 하귀미수포길 16-1,126.4025590109,33.4842829188,12
도안사,서울특별시 노원구 덕릉로145길 99,127.0854384871,37.6838730841,12
도안서원,경상북도 상주시 화동면 판곡1길 37,127.9811630177,36.4153633693,12
도암서원,전북특별자치도 장수군 장계면 서변길 49-27,127.5905578049,35.7389722592,12
도암서원(고령),경상북도 고령군 쌍림면 칠등길 138,128.2466948663,35.7162060158,12
도암호,강원특별자치도 평창군 대관령면 수하리,128.7097714576,37.6029461436,12
도연서원,경상남도 고성군 마암면 도전4길 152-41,128.3349324544,35.0624201522,12
도예공방 들꽃마을,경기도 이천시 신둔면 도자예술로5번길 95,127.3861778437,37.2935710315,12
도예촌 쌀밥거리,경기도 이천시 신둔면 경충대로 3194,127.4009510007,37.3113414658,12
도원리계곡,강원특별자치도 고성군 토성면 도원리,128.4724252255,38.2676560866,12
도원서원,전라남도 화순군 연곡길 137 도원서원,127.1207469023,35.0813523785,12
도원선착장,전라남도 무안군 운남면 성내리 328-7,126.3385839895,34.9153941407,12
도원체육공원,경기도 화성시 향남읍 행정동로 96,126.9280682994,37.1327314194,12
도음산산림문화수련장,경상북도 포항시 북구 흥해읍 도음로 646,129.3043610034,36.0805150016,12
도자기카페 줄,서울특별시 마포구 동교동 179-38,126.9285063921,37.5573821924,12
도자누리,경기도 광주시 송정동 420,127.2608797768,37.4296641116,12
도잠서원,경상북도 영천시 대창면 영지길 399,128.9451047447,35.8483428150,12
도장사(해남),전라남도 해남군 황산면 내산길 143,126.3834151379,34.6098514968,12
도장포어촌체험마을,경상남도 거제시 남부면 도장포2길 24-1,128.6638039493,34.7417174870,12
도장포유람선,경상남도 거제시 남부면 도장포1길 55,128.6626095963,34.7421507509,12
도정딸기마을,충청남도 논산시 양촌면 황산벌로380번길 15,127.2438531159,36.1345378040,12
도정서원,경상북도 예천군 호명면 강변로 417,128.5048541139,36.6515210526,12
도직해변,강원특별자치도 강릉시 옥계면 도직리,129.0676585323,37.6093412454,12
도째비골 해랑전망대,강원특별자치도 동해시 묵호진동,129.1203277308,37.5542514085,12
도째비골스카이밸리,강원특별자치도 동해시 묵호진동 2-109,129.1191500261,37.5553040418,12
도척그린공원,경기도 광주시 도척면 도척로 676,127.3277914293,37.2948003869,12
도천서원,경상남도 산청군 신안면 문익점로 34-32,127.9525978600,35.3271724572,12
도초 시목해수욕장,전라남도 신안군 도초면 시목길 219-30,125.9559625347,34.6717209661,12
도초도,전라남도 신안군 도초면 수항리,125.9534703403,34.7036117781,12
도치돌 알파카목장,제주특별자치도 제주시 애월읍 도치돌길 293,126.3657527719,33.4099850049,12
도치돌목장,제주특별자치도 제주시 애월읍 도치돌길 303,126.3667721330,33.4097517134,12
도토리숲키즈파크,세종특별자치시 장군면 영평사길 34,127.2360474087,36.4759569436,12
도피안사(철원),강원특별자치도 철원군 동송읍 도피동길 23,127.2182962522,38.2403050273,12
독대섬,충청남도 보령시 웅천읍 독산리,126.5280927518,36.2197573385,12
독도,경상북도 울릉군 울릉읍 독도이사부길 55,131.8692557526,37.2394438998,12
독도 등대,경상북도 울릉군 울릉읍 독도이사부길 63,131.8699668034,37.2394022532,12
독도전망대 케이블카,경상북도 울릉군 울릉읍 도동리,130.8983938108,37.4884949382,12
독독,인천광역시 중구 공항서로 517 (남북동),126.4015127827,37.4590370890,12
독립관,서울특별시 서대문구 통일로 251 (현저동),126.9573421635,37.5746723659,12
독립문,서울특별시 서대문구 통일로 251,126.9556423190,37.5746640029,12
"독립문바위 (울릉도, 독도 국가지질공원)",경상북도 울릉군 울릉읍 독도리,131.8696890800,37.2385079043,12
독립선언문 배부 터,서울특별시 종로구 삼일대로 457,126.9862006239,37.5754005765,12
독무재,대구광역시 수성구 화랑로42길 31,128.6485411211,35.8775173365,12
독바위공원,경기도 양주시 옥정동 889,127.0772740814,37.8245982183,12
독봉산 웰빙공원,경상남도 거제시 상동동 1005-17,128.6343029221,34.8773795832,12
독산 근린공원,서울특별시 금천구 범안로 1096,126.8849491194,37.4633256748,12
독산성산림욕장,경기도 오산시 지곶동 산136,127.0180588086,37.1807996812,12
독산해수욕장(홀뫼해수욕장),충청남도 보령시 웅천읍 열린바다로 585,126.5316701118,36.2234764178,12
독상리석등,전라남도 화순군 동복면,127.1280437461,35.0708148019,12
독수리봉,충청북도 보은군 회남면 분저리,127.5792876129,36.4212720967,12
독실산,전라남도 신안군 흑산면 가거도리,125.1087064981,34.0758997144,12
독용산성,경상북도 성주군 가천면 금봉리,128.1270921838,35.8960890247,12
독용산성 자연휴양림,경상북도 성주군 금수강산면 봉두리,128.1347190056,35.9063657750,12
독일마을,경상남도 남해군 독일로 89-7,128.0383624398,34.8000859569,12
독정항,전라남도 여수시 남면 화태리,127.7302199226,34.5812356260,12
돈내코(원앙폭포),제주특별자치도 서귀포시 돈내코로 137,126.5820170154,33.3005255267,12
돈너미 카르스트,강원특별자치도 평창군 미탄면 돈너미길 219-15,128.4900132988,37.3311705239,12
돈덕전,서울특별시 중구 세종대로 99 (정동),126.9765906796,37.5651071556,12
돈암동아리랑고개,서울특별시 성북구 정릉동,127.0157195941,37.5951904732,12
돈암서원 [유네스코 세계유산],충청남도 논산시 연산면 임3길 26-14,127.1808762055,36.2087782194,12
돈암장,서울특별시 성북구 동소문로3길 84 (동소문동4가),127.0091897415,37.5914074625,12
돌다리 곱창골목,경기도 구리시 검배로6번길 31 (수택동),127.1399192640,37.5995949781,12
돌머리어촌체험마을,전라남도 함평군 주포로 600-29,126.4402986018,35.0864514985,12
돌머리해수욕장,전라남도 함평군 함평읍 주포로 614,126.4419067904,35.0865542912,12
돌산 평사리 고니도래지,전라남도 여수시 돌산읍 안굴전길,127.7741770044,34.6985204923,12
돌산갓 장터마을,전라남도 여수시 돌산읍 향일암로 359,127.7876948625,34.6049811875,12
돌산공원,전라남도 여수시 돌산읍 우두리 산 1,127.7415234884,34.7305968920,12
돌산대교,전라남도 여수시 돌산읍 돌산로 3617-7,127.7371127721,34.7302246350,12
돌산도,전라남도 여수시 돌산읍,127.7769430128,34.7148992631,12
돌산항,전라남도 여수시 돌산읍 망월대길 26,127.7235613308,34.6145456766,12
돌산향교,전라남도 여수시 돌산읍 돌산로 1196-3,127.7281664142,34.6172982261,12
돌하르방미술관,제주특별자치도 제주시 조천읍 북촌서1길 70,126.6896605755,33.5396035971,12
돌할매(영천),경상북도 영천시 북안면 돌할매로 484,129.0459238524,35.9398732450,12
동가리계곡(숲속유원지),전라남도 화순군 한천면 동산1길 77-11,127.0651158561,34.9642118532,12
동강 (강원고생대 국가지질공원),강원특별자치도 정선군 정선읍 동강로 2908,128.6235171042,37.3602780468,12
동강(영월),강원특별자치도 영월군 영월읍 동강로 826,128.5128232453,37.2079990332,12
동강둔치공원,강원특별자치도 영월군 영월읍 하송리,128.4695140985,37.1790043271,12
동강리버버깅,강원특별자치도 영월군 김삿갓면 강변로 1462-17,128.5385930905,37.1164128337,12
동강서원,경상북도 경주시 강동면 유금강정길 40-25,129.2917616748,35.9993017279,12
동강시스타 리조트,강원특별자치도 영월군 영월읍 사지막길 160,128.5187307595,37.2177619104,12
동강전망자연휴양림,강원특별자치도 정선군 신동읍 동강로 916-212,128.6079603967,37.2597337758,12
동개해수욕장,전라남도 신안군 흑산면 가거도리,125.1316467172,34.0494863560,12
동거문오름,제주특별자치도 제주시 구좌읍 종달리 산70,126.8063081059,33.4480572654,12
"동검도(나들길,캠핑,예술극장)",인천광역시 강화군 길상면 동검길63번길 60,126.5184012196,37.5913626272,12
동검선착장,인천광역시 강화군 길상면 동검길65번길 91-9,126.5219593359,37.5874659214,12
동고리해수욕장,전라남도 완도군 신지면 신지로 1259-1,126.8799032227,34.3297826984,12
동고사(전주),전북특별자치도 전주시 완산구 낙수정2길 103-100 (교동),127.1676240550,35.8094485165,12
동고산성,전북특별자치도 전주시 완산구 대성동,127.1723152653,35.8109428727,12
동고지마을,전라남도 여수시 동고지길 164,127.8190893239,34.4959077999,12
동곡서원,충청남도 부여군 세도면 동사리,126.9281135038,36.1788439002,12
동광리농촌체험마을,제주특별자치도 서귀포시 안덕면 동광로 126,126.3399267501,33.3076403586,12
동구 문화플랫폼,부산광역시 동구 중앙대로 380 (좌천동),129.0494239230,35.1290034480,12
동구 어린이 교통공원,인천광역시 동구 송림동,126.6700905180,37.4779173883,12
동구래마을,강원특별자치도 화천군 하남면 호수길 329,127.6638863835,38.0410226727,12
동구리호수공원,전라남도 화순군 화순읍 동구리,126.9858810969,35.0784670815,12
동국사(군산),전북특별자치도 군산시 동국사길 16,126.7075855787,35.9829485974,12
동대구역광장,대구광역시 동구 동대구로 550 (신암동),128.6288011378,35.8794806389,12
동대문 문구완구거리,서울특별시 종로구 종로52길 36 (창신동),127.0144620541,37.5712848958,12
동대문구 반려견 놀이터,서울특별시 동대문구 장안동 316-15(중랑천 장안교 하부),127.0757923339,37.5798461158,12
동대문디자인플라자(DDP),서울특별시 중구 을지로 281,127.0099486810,37.5675991318,12
동대문역사문화공원,서울특별시 중구 을지로 281,127.0101708978,37.5670686420,12
동도사(용인),경기도 용인시 처인구 이동읍 어진로 842,127.1983639660,37.1077057971,12
동두천 관광특구,경기도 동두천시,127.0728737328,37.9467783355,12
동두천자연휴양림,경기도 동두천시 탑동가산로 1 (탑동동),127.1371333896,37.8899222467,12
동락공원,경상북도 구미시 3공단1로 191,128.4019512022,36.0971156643,12
동락서원,경상북도 구미시 수출대로 327-13,128.3992149322,36.1114695381,12
동락신나루,경상북도 구미시 임수동 382-2번지,128.3993260643,36.1103668879,12
동락원,전북특별자치도 전주시 완산구 은행로 33-6,127.1529168367,35.8168446419,12
동락전승비,충청북도 충주시 신니면 송암리,127.6877033877,37.0006936575,12
동래온천 노천족탕,부산광역시 동래구 금강공원로26번길 21,129.0814741955,35.2200382869,12
동래온천길(온천천 카페거리),부산광역시 동래구 온천천로 451,129.1024592605,35.1916279693,12
동래읍성지,부산광역시 동래구 칠산동,129.0930236281,35.2041041750,12
동래향교,부산광역시 동래구 동래로 103,129.0841215255,35.2077202717,12
동리단길카페거리,광주광역시 동구 동명동,126.9226459834,35.1507356340,12
동림사(김해),경상남도 김해시 신어산길 144,128.9148291867,35.2636969829,12
동막골 응회암 (한탄강 유네스코 세계지질공원),경기도 연천군 연천읍 동막리,127.1114269423,38.0969003950,12
동막골유원지,경기도 연천군 연천읍 동막리 동막계곡,127.1077356944,38.0941450940,12
동막골유황천,경기도 연천군 연천읍 동막로25번길 181,127.0812438106,38.0896590238,12
동명동 카페거리,광주광역시 동구 동명동,126.9267289927,35.1492525371,12
동명동성당,강원특별자치도 속초시 영랑로7길 10-5,128.5958129203,38.2135064568,12
동명마을,강원특별자치도 속초시 장안로4길,128.5931493405,38.2113594328,12
동명서원,강원특별자치도 양양군 양양읍 서원길 44-9,128.6297408168,38.1110023752,12
동명지수변생태공원,경상북도 칠곡군 동명면 구덕길 3,128.5686841615,35.9809180359,12
동명항,강원특별자치도 속초시 영금정로 50,128.5998181770,38.2114151114,12
동명항 포장마차 거리,강원특별자치도 속초시 영랑해안1길 13 (영랑동),128.5973766236,38.2148757724,12
동명항오징어난전,강원특별자치도 속초시 설악금강대교로 228 (동명동),128.5943437071,38.2103706819,12
동백공원,부산광역시 해운대구 동백로 99 (우동),129.1523226328,35.1536609221,12
동백꽃마을,충청남도 서천군 마서면 합전길 77,126.6691734381,36.0482071544,12
동백대교,전북특별자치도 군산시 금동,126.7059770945,35.9943500462,12
동백섬 지심도터미널,경상남도 거제시 장승포로 56-22 (장승포동),128.7276450720,34.8673157274,12
동백포레스트,제주특별자치도 서귀포시 남원읍 생기악로 53-38,126.6362150996,33.3003486310,12
동백호수공원,경기도 용인시 기흥구 동백중앙로 239,127.1500497630,37.2750161387,12
동복향교,전라남도 화순군 동복면 월송길 62-30,127.1196888047,35.0756835551,12
동부저수지,경상남도 거제시 동부면 구천리,128.6234195139,34.8110673523,12
동부창고,충청북도 청주시 청원구 덕벌로 30 청주동부창고,127.4929444596,36.6550465362,12
동북공심돈,경기도 수원시 팔달구 매향동,127.0245163019,37.2894511080,12
동산계곡,대구광역시 군위군 부계면 원효길,128.6691846893,36.0420601865,12
동산서당,경상북도 경산시 남천면 남천로 780-15,128.7322279651,35.7864041904,12
동산서당,경상남도 창녕군 이방면 이방로 565-5,128.3848588774,35.5709999320,12
