title,addr1,mapx,mapy,eventstartdate,eventenddate
영암왕인문화축제,전라남도 영암군 군서면 왕인로 440,126.6282150035,34.7576444552,20250503,20250506
영양꽁꽁겨울축제,경상북도 영양군 영양읍 현리,129.1188134618,36.6516243403,20250103,20250119
영월 겨울빛&불꽃축제,강원특별자치도 영월군 김삿갓면 강변로 1462-17,128.5385930905,37.1164128337,20241207,20250201
영월 봄맞이 축제,강원특별자치도 영월군 김삿갓면 강변로 1462-17,128.5385930905,37.1164128337,20250301,20250530
영주 한국선비문화축제,경상북도 영주시 한정로 126 (문정동),128.6170343009,36.7985535614,20250503,20250505
예술힐링놀이터,서울특별시 양천구 남부순환로64길 2 (신월동),126.8321604402,37.5282727439,20250531,20250531
옥천묘목축제,충청북도 옥천군 이원면 이원로 828,127.6276547501,36.2461929707,20250328,20250330
온천천 빛 축제,부산광역시 동래구 중앙대로 1324 (온천동),129.0785081817,35.2056537329,20241220,20250202
와룡산 와~봄 축제,대구광역시 서구 상리동,128.5305489090,35.8714158519,20250405,20250405
와인뮤직페스티발,서울특별시 종로구 수표로18가길 23 (관수동),126.9909781490,37.5689625215,20250613,20250615
완도 해맞이행사,전라남도 완도군 신지면 명사십리길 85-207,126.8154144694,34.3279707249,20250101,20250101
완주 대둔산 축제,전북특별자치도 완주군 운주면 산북리,127.3316652166,36.1161025640,20250607,20250608
완주 모악산 웰니스 축제,전북특별자치도 완주군 구이면 모악산길 111-6,127.1069399166,35.7277484206,20250405,20250406
완주 와일드&로컬푸드축제,전북특별자치도 완주군 고산면 고산휴양림로 89,127.2312251680,35.9742142010,20250926,20250928
완주삼례딸기대축제,전북특별자치도 완주군 삼례읍 동학로 42,127.0744213491,35.9115186144,20250307,20250309
용인 자작나무숲 봄꽃축제,경기도 용인시 처인구 백암면 석천리 723-2,127.3526304759,37.1113137101,20250402,20250609
운현궁 운수대통 설맞이,서울특별시 종로구 삼일대로 464 (운니동),126.9868255550,37.5758227610,20250128,20250130
울산대공원 장미축제,울산광역시 남구 남부순환도로 377,129.2838230009,35.5279769403,20250521,20250525
울산쇠부리축제,울산광역시 북구 달천철장길 58 (달천동),129.3290188345,35.6342825006,20250509,20250511
울산옹기축제,울산광역시 울주군 온양읍 외고산3길 36,129.2795426459,35.4351011832,20250503,20250505
울산중구 눈꽃축제,울산광역시 중구 젊음의거리 27-4 (성남동),129.3179304069,35.5538802250,20241224,20250101
울주 간절곶 해맞이 축제,울산광역시 울주군 서생면 간절곶해안길 189,129.3598710555,35.3610443336,20241231,20250101
울진대게와 붉은대게 축제,경상북도 울진군 후포면 울진대게로 236-14,129.4615684263,36.6787861953,20250228,20250303
원동매화축제,경상남도 양산시 원동면 원리,128.9178372200,35.3663410683,20250301,20250303
원동면 미나리 축제,경상남도 양산시 원동면 용당리,128.9137429705,35.3722569953,20250222,20250321
웨이뷰 유채꽃 축제,제주특별자치도 제주시 한림읍 옹포7길 25-3,126.2526904416,33.4073196306,20250314,20250430
웰컴투신관동,충청남도 공주시 공주대학로 92 (신관동),127.1378674015,36.4731944158,20251009,20251011
"웰컴투조선: 너나, 나나 양반",경기도 용인시 기흥구 민속촌로 90 (보라동),127.1145951569,37.2567648379,20250329,20250608
위클리 클래식 페스티벌,경기도 오산시 내삼미로 93 (수청동),127.0658019887,37.1705878248,20250301,20250731
유구 색동수국정원 꽃축제,충청남도 공주시 유구읍 창말길 44,126.9562759705,36.5544513454,20250627,20250629
유달산 봄축제,전라남도 목포시 대의동2가,126.3825637371,34.7875481601,20250405,20250406
유성온천문화축제,대전광역시 유성구 계룡로123번길 52 (봉명동),127.3453047821,36.3552810320,20250502,20250504
윤봉길 평화축제,충청남도 예산군 덕산면 덕산온천로 183-5,126.6513943473,36.6865863917,20250426,20250427
율봄식물원 딸기 시즌,경기도 광주시 퇴촌면 도마리,127.2704610913,37.4699929424,20241225,20250413
음성품바축제,충청북도 음성군 음성읍 설성공원길 28,127.6910022374,36.9327654263,20250521,20250525
의령 홍의장군 축제,경상남도 의령군 의령읍 의병로8길 44,128.2558965334,35.3155152934,20250417,20250420
의성 산수유마을 꽃맞이행사,경상북도 의성군 사곡면 산수유2길 2,128.7703687987,36.2869925927,20250322,20250330
의왕왕송호수 겨울축제,경기도 의왕시 왕송못동로 307 (월암동),126.9537833824,37.3056701893,20241227,20250119
의정부 호원 벚꽃 페스타,경기도 의정부시 호원동,127.0514048424,37.7061976492,20250405,20250406
이머시브아트 기획전시 [The Ethereal World],서울특별시 마포구 동교로22길 14 (서교동),126.9188323376,37.5551295032,20241115,20250202
이순신의 명량해전 체험전,경기도 수원시 영통구 광교중앙로 140 (하동),127.0594632301,37.2858799237,20250111,20250302
이월드 블라썸 피크닉,대구광역시 달서구 두류공원로 200 (두류동),128.5601217577,35.8550515822,20250315,20250406
이월드 일루미네이션,대구광역시 달서구 두류공원로 200 (두류동),128.5601217577,35.8550515822,20241116,20250220
이월드 튤립 트래블,대구광역시 달서구 두류공원로 200 (두류동),128.5601217577,35.8550515822,20250405,20250427
이월드 해피 아워 30th 버스데이,대구광역시 달서구 두류공원로 200 (두류동),128.5601217577,35.8550515822,20250322,20250322
이천도자기축제,경기도 이천시 신둔면 도자예술로62번길 123,127.3806506302,37.2913267465,20250425,20250506
이천백사 산수유꽃축제,경기도 이천시 백사면 원적로775번길 12,127.4634000685,37.3405475559,20250328,20250330
이천체험문화축제,경기도 이천시 신둔면 도자예술로5번길 109,127.3857028989,37.2931488494,20250405,20250406
익산백제 국가유산 야행,전북특별자치도 익산시 왕궁면 궁성로 666,127.0537577344,35.9713419940,20250418,20250420
익산서동축제,전북특별자치도 익산시 금마면 고도9길 41-14,127.0609146595,36.0006415547,20250503,20250506
"인천, 사이언스 페스티벌",인천광역시 중구 제물량로218번길 3 (해안동1가),126.6204590814,37.4726449029,20250412,20250412
인천대공원 벚꽃축제,인천광역시 남동구 장수동,126.7615022096,37.4570186565,20250405,20250406
임실 옥정호 벚꽃축제,전북특별자치도 임실군 운암면 입석1길 59,127.1524216816,35.6324766933,20250405,20250406
임실N치즈축제,전북특별자치도 임실군 성수면 도인2길 50,127.3012056927,35.6328486749,20251008,20251012
자유공원 벚꽃축제,인천광역시 중구 제물량로232번길 46 (송학동1가),126.6222032877,37.4755001572,20250412,20250412
장성 황룡강 길동무 꽃길 축제,전라남도 장성군 장성읍 장재길 21,126.7784603522,35.3082431700,20250510,20250511
장수 한우랑 사과랑 축제,전북특별자치도 장수군 장수읍 한누리로 393,127.5181279181,35.6411570772,20250918,20250921
장승포 신년해맞이 행사,경상남도 거제시 장승포동,128.7327586080,34.8638912020,20250101,20250101
장항항 수산물 꼴갑축제,충청남도 서천군 장산로 232,126.6858590846,36.0084703121,20250516,20250525
전라관찰사의 탄생,전북특별자치도 전주시 완산구 전라감영로 55 (중앙동4가),127.1455841839,35.8157779693,20250215,20250316
전주세계소리축제,전북특별자치도 전주시 덕진구 소리로 31 소리문화전당,127.1390309872,35.8540707211,20250813,20250817
정남진 장흥 물축제,전라남도 장흥군 장흥읍 칠거리예양로 83,126.9026816280,34.6797910960,20250726,20250803
정동야행,서울특별시 중구 세종대로 99 덕수궁,126.9765906796,37.5651071556,20250523,20250524
정서진 해넘이 행사,인천광역시 서구 정서진남로 95 (오류동),126.6023861308,37.5582207427,20241223,20250103
정선아리랑제,강원특별자치도 정선군 정선읍 봉양리,128.6659266757,37.3772491246,20250925,20250928
정순왕후 문화제,서울특별시 종로구 동망산길 150 (숭인동),127.0181476492,37.5776314468,20250419,20250419
정월대보름 달맞이축제,강원특별자치도 춘천시 수변공원길 18 (삼천동),127.7072596424,37.8732541302,20250212,20250212
정월대보름 민속축제,서울특별시 양천구 안양천로 788 (신정동),126.8774538701,37.5162777230,20250208,20250208
정월대보름 한마당,서울특별시 종로구 삼청로 37,126.9788594400,37.5819774581,20250212,20250212
정읍 벚꽃축제,전북특별자치도 정읍시 벚꽃로 401 (시기동),126.8557220904,35.5613102375,20250404,20250406
정조효문화제,경기도 화성시 장조1로 34,126.9950796162,37.2066962754,20250927,20250928
제10회 푸드테크 베지노믹스페어 (비건페스타ㅣ그린페스타ㅣESG푸드페스타),서울특별시 서초구 강남대로 27 (양재동),127.0407514903,37.4673918780,20250502,20250504
제11회 계촌클래식축제,강원특별자치도 평창군 방림면 계촌리,128.3034237089,37.4521530269,20250606,20250608
제13회 디아스포라영화제,인천광역시 중구 제물량로218번길 3 (해안동1가),126.6204590814,37.4726449029,20250516,20250520
제1회 국제초콜릿쇼,제주특별자치도 서귀포시 표선면 번영로 2350-104,126.7525080052,33.4135241052,20250315,20250316
제23회 성우하이텍배 KNN 환경마라톤,부산광역시 해운대구 APEC로 55 (우동),129.1355209016,35.1687450332,20250323,20250323
제27회 울산아마골프대회,울산광역시 울주군 웅촌면 웅촌로 1,129.1901337514,35.4359077530,20250428,20250428
"제3회 강릉국제아트페스티벌 (GIAF25) <에시자, 오시자>",강원특별자치도 강릉시 용지로 176 (교동),128.8996660775,37.7640617553,20250314,20250420
제4회 K-FOOD 천안들깨페스티벌,충청남도 천안시 서북구 직산읍 직산로 136,127.1591958276,36.8879610051,20251025,20251025
제주국제드론필름페스티벌,제주특별자치도 제주시 조천읍 조함해안로 525,126.6690845131,33.5427390309,20250809,20250810
제주들불축제,제주특별자치도 제주시 애월읍 봉성리,126.3576794532,33.3662619363,20250314,20250316
제주마 입목 문화축제,제주특별자치도 제주시 516로 2480 (용강동),126.6036067116,33.4276673801,20250419,20250420
제주민속촌 정월대보름 민속대축제,제주특별자치도 서귀포시 표선면 민속해안로 631-34,126.8418190282,33.3218273297,20250212,20250212
제주푸드앤와인페스티벌,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,0,0,20250508,20250517
제천빨간오뎅축제,충청북도 제천시 의림대로 1-1 (영천동),128.2047337859,37.1285384886,20250228,20250303
종로구 인왕산 해맞이 축제,서울특별시 종로구 청운동,126.9663269914,37.5910678430,20250101,20250101
종묘 묘현례,서울특별시 종로구 종로 157 (훈정동),126.9951471543,37.5710345779,20250426,20250502
종묘대제,서울특별시 종로구 종로 157,126.9944471257,37.5742897425,20250504,20250504
종묘제례악 야간 공연,서울특별시 종로구 종로 157 (훈정동),126.9951471543,37.5710345779,20250424,20250502
지리산 함양고종시 곶감축제,경상남도 함양군 함양읍 교산리,127.7217379669,35.5254043233,20250110,20250112
지리산산청곶감축제,경상남도 산청군 시천면 송하중태길 6,127.8363872478,35.2743124718,20250102,20250105
지용제,충청북도 옥천군 옥천읍 매동로 209,127.5827262211,36.3188449811,20250515,20250518
진도신비의바닷길축제,전라남도 진도군 고군면 신비의바닷길 74,126.3529497745,34.4337624333,20250329,20250401
진안고원 운장산 고로쇠축제,전북특별자치도 진안군 주천면 대불리,127.3883164752,35.9839214067,20250308,20250309
진안홍삼축제,전북특별자치도 진안군 진안읍 마이산로 160,127.4162612489,35.7730819880,20250926,20250928
진주 논개제,경상남도 진주시 망경남길 30 (망경동),128.0847956695,35.1807829527,20250503,20250506
진해 벚꽃장,경상남도 창원시 진해구 중원로 86 (화천동),128.6602238804,35.1518437643,20250404,20250406
진해군항제,경상남도 창원시 진해구 통신동,128.6596795479,35.1494606878,20250329,20250406
창녕국가유산야행,경상남도 창녕군 창녕읍 창밀로 34,128.5047184743,35.5459382738,20250509,20250510
창녕낙동강유채축제,경상남도 창녕군 남지읍 남지강변길 177,128.4712035543,35.3853724249,20250418,20250420
창덕궁 달빛기행,서울특별시 종로구 율곡로 99 (와룡동),126.9902446339,37.5777031595,20250410,20250615
천년나주목읍성문화축제,전라남도 나주시 금성관길 8 (과원동),126.7166449155,35.0323844191,20250404,20250406
천리포수목원 목련축제,충청남도 태안군 소원면 천리포1길 187,126.1501561964,36.7984621051,20250328,20250420
천리포수목원 봄축제,충청남도 태안군 소원면 천리포1길 187,126.1501561964,36.7984621051,20250328,20250531
천안흥타령춤축제,충청남도 천안시 서북구 번영로 208 종합운동장,127.1114686823,36.8194930438,20250924,20250928
철원 한탄강 얼음트레킹 축제,강원특별자치도 철원군 동송읍 장흥리 25-203,127.2949601763,38.1891513118,20250111,20250119
청강과 함께하는 해월 애니메이션축제,경기도 이천시 마장면 청강가창로 389-94,127.3565524402,37.2063916868,20250524,20250524
청도 정월대보름민속한마당,경상북도 청도군 한내길 166 청도군농업인회관,128.7474138695,35.6458397895,20250212,20250212
청도 프로방스 빛축제,경상북도 청도군 화양읍 이슬미로 272-23,128.7183236986,35.6840293872,20250111,20251130
청도 프로방스 크리스마스 산타마을 빛축제,경상북도 청도군 화양읍 이슬미로 272-23,128.7182014851,35.6841071536,20241101,20250430
청송사과축제,경상북도 청송군 청송읍 금월로 269,129.0560170960,36.4331702505,20251029,20251102
청주 가드닝 페스티벌,충청북도 청주시 청원구 밀레니엄1로 18 (주중동),127.4807753840,36.6812016484,20250509,20250511
청주공예비엔날레,충청북도 청주시 청원구 상당로 314,127.4923972539,36.6562491662,20250904,20251102
청주시 도시농업 페스티벌,충청북도 청주시 상당구 단재로 480-2 (지북동),127.5036398138,36.5873906011,20250502,20250505
청평 설빙 송어빙어 축제,경기도 가평군 청평면 강변로 17,127.4144875851,37.7348259279,20250111,20250303
춘천마임축제,강원특별자치도 춘천시 중도동,127.7001042023,37.8913435587,20250525,20250601
춘향제,전북특별자치도 남원시 요천로 1447 광한루,127.3799713796,35.4021539472,20250430,20250506
충주 다이브 페스티벌,충청북도 충주시 대림로 85 (호암동),127.9159229746,36.9580694127,20250612,20250615
카운트다운 부산,부산광역시 수영구 광안해변로 219 (광안동),129.1185477876,35.1538130576,20241231,20250101
캠핑요리축제,경기도 연천군 연천읍 고문리,127.1261043175,38.0646322112,20250425,20250427
코리아비건페어 2025,서울특별시 강남구 영동대로 513,127.0594429796,37.5117148467,20250718,20250720
코믹월드 318 일산,경기도 고양시 일산서구 킨텍스로 217-60 (대화동),126.7458171427,37.6689881691,20250322,20250323
코믹월드 319 부산,부산광역시 해운대구 APEC로 55,129.1359569660,35.1690700054,20250412,20250413
킹받는 크리스마스,경기도 용인시 기흥구 민속촌로 90 (보라동),127.1145951569,37.2567648379,20241123,20250101
탐라국 입춘굿,제주특별자치도 제주시 관덕로 19 (삼도이동),126.5214868984,33.5133982514,20250202,20250204
태백 천상의 산나물 축제,강원특별자치도 태백시 장성동,129.0096625526,37.1010263860,20250502,20250504
태백겨울축제,강원특별자치도 태백시 소도동,128.9491897281,37.1157874148,20250207,20250216
태안 빛축제,충청남도 태안군 남면 마검포길 200,126.2998807800,36.6151330244,20250101,20251231
태안 세계튤립꽃박람회,충청남도 태안군 안면읍 꽃지해안로 400,126.3367832048,36.5012051019,20250408,20250506
태안봄꽃정원,충청남도 태안군 남면 마검포길 200,126.3021444363,36.6161912748,20250403,20250630
태화강 마두희 축제,울산광역시 중구 성남동,129.3158389761,35.5519831764,20250530,20250601
통영 국가유산 야행,경상남도 통영시 세병로 27 (문화동),128.4233665277,34.8471458449,20250503,20250504
통영한산대첩축제,경상남도 통영시 통영해안로 267 (항남동),128.4246527027,34.8404410623,20250809,20250814
파워풀대구페스티벌,대구광역시 중구 동성로2길 80 (공평동),128.5971819845,35.8693367591,20250510,20250511
파주슈필 2025,경기도 파주시 얼음실로 40 경기영어마을파주캠프,126.6985404091,37.7852432234,20250510,20250511
파주출판도시 어린이책잔치,경기도 파주시 회동길 145 (문발동),126.6872158296,37.7086408405,20250503,20250505
페스티벌 시월,부산광역시 해운대구 APEC로 55 (우동),129.1355209016,35.1687450332,20250921,20251003
펫가족여행박람회,인천광역시 연수구 센트럴로 123 (송도동),126.6466173186,37.3900244069,20250418,20250420
평창송어축제,강원특별자치도 평창군 진부면 경강로 3562,128.5570176323,37.6332341484,20250103,20250202
평택거리문화축제,경기도 평택시 평택1로 2-1 (평택동),127.0869633560,36.9923087979,20250426,20250427
포천 한탄강 가든페스타,경기도 포천시 관인면 창동로 832,127.2085962208,38.0829871310,20250503,20250615
포천백운계곡 동장군축제,경기도 포천시 포화로 236-11,127.4095586709,38.0730419918,20241221,20250202
포트 빌리지 부산,부산광역시 중구 중앙동4가,129.0413641840,35.1044254946,20250425,20250511
포항 장기유배문화제,경상북도 포항시 남구 장기면 장기로 452,129.4860557445,35.9033940425,20250412,20250420
포항 해병대 문화축제,경상북도 포항시 남구 오천읍 용덕리,129.4138349761,35.9759066972,20250419,20250420
포항국제불빛축제,경상북도 포항시 남구 해도동,129.3745066592,36.0177762143,20250524,20250601
퓨처그라운드 (FUTUREGROUND),서울특별시 성북구 동소문로 315 (길음동),127.0287596953,37.6084530549,20250419,20250511
피나클랜드 백만송이 튤립 수선화 봄꽃대향연,충청남도 아산시 영인면 월선길 20-42,126.9263422708,36.8725197718,20250322,20250525
피노키오 페스티벌,경기도 가평군 청평면 호반로 1063,127.4909256481,37.7150574078,20250404,20250430
피아노섬 축제,전라남도 신안군 자은면 자은서부2길 508-65,125.9959235736,34.8779816821,20250426,20250427
하늘빛수목정원 튤립축제,전라남도 장흥군 용산면 장흥대로 2746,126.9033576462,34.6357016111,20250407,20250430
하동 야생차문화축제,경상남도 하동군 쌍계로 571-25,127.6425916883,35.2252590446,20250502,20250505
한강역사탐방,서울특별시 영등포구 여의동로 330 (여의도동),126.9336095794,37.5263997727,20250404,20251130
한국-캐나다 무용 공동제작 프로젝트 〈BODY (몸)〉,서울특별시 마포구 백범로 35 (신수동),126.9379473591,37.5516830237,20240901,20250307
한국동시축제,전북특별자치도 부안군 부안읍 선은1길 10,126.7353949045,35.7399601044,20250517,20250517
한내천 봄꽃축제,경기도 광명시 소하동,126.8862577714,37.4477275092,20250411,20250412
한림공원 수선화 축제,제주특별자치도 제주시 한림읍 한림로 300,126.2381087692,33.3897241270,20250113,20250131
한산모시문화제,충청남도 서천군 한산면 충절로 1089,126.7987054614,36.0799251950,20250613,20250615
한옥마을전통연희 퍼레이드-노상놀이야,전북특별자치도 전주시 완산구 태조로 44 (풍남동3가),127.1500366062,35.8142143363,20250412,20251025
함안곶감축제,경상남도 함안군 함안대로 619-4 함안스포츠타운,128.3980294582,35.2804495735,20250110,20250112
함안군민의 날,경상남도 함안군 가야읍 함안대로 619-1,128.4014040930,35.2830437871,20250425,20250427
함양산삼축제,경상남도 함양군 함양읍 필봉산길 49,127.7218713327,35.5237239599,20250918,20250922
함평나비대축제,전라남도 함평군 함평읍 곤재로 27,126.5222114574,35.0592031554,20250425,20250506
해남 오시아노 낭만캠핑 페스티벌,전라남도 해남군 화원면 시아로 552,126.2600412997,34.6681957085,20250405,20250406
해운대 모래축제,부산광역시 해운대구 해운대해변로 280 (중동),129.1626049105,35.1595354549,20250516,20250519
해운대 빛축제,부산광역시 해운대구 중동,129.1603606759,35.1590160274,20241214,20250202
행주가 예술이야,경기도 고양시 덕양구 행주로15번길 89 (행주외동),126.8246035434,37.6004808800,20250411,20250427
허난설헌문화제,경기도 광주시 회안대로 891 (송정동),127.2547387449,37.4269615361,20250524,20250524
호미곶한민족해맞이축전,경상북도 포항시 남구 호미곶면 해맞이로 136,129.5665381255,36.0761066323,20241231,20250101
"호수의 가을과 겨울,그리고 루미나리에",서울특별시 송파구 송파나루길 206 송파관광정보센터,127.1042611168,37.5119517366,20241025,20250228
홍성남당항 바다송어 전국 요리대회 및 수산물 소비촉진 행사,충청남도 홍성군 서부면 남당항로213번길 1-1,126.4722949870,36.5388780826,20250410,20250531
홍성남당항 새조개와 함께하는 수산물 축제,충청남도 홍성군 서부면 남당항로213번길 1-1,126.4722949870,36.5388780826,20250207,20250228
홍천강 꽁꽁축제,강원특별자치도 홍천군 홍천읍 갈마곡리,127.8867488167,37.6881873125,20250118,20250201
화개장터 벚꽃축제,경상남도 하동군 화개면 탑리,127.6276576813,35.1947677761,20250328,20250330
화담숲 봄 수선화 축제,경기도 광주시 도척윗로 278-1,127.2894380446,37.3408165888,20250328,20250430
화성 뱃놀이 축제,경기도 화성시 서신면 전곡항로 5,126.6510336560,37.1855870833,20250530,20250601
황매산철쭉제,경상남도 합천군 가회면 황매산공원길 331,127.9831021731,35.4822804994,20250501,20250511
후유마츠리 겨울축제,경기도 동두천시 천보산로 567-12 (탑동동),127.0924044440,37.8796198573,20241221,20250101
휴애리 동백축제,제주특별자치도 서귀포시 남원읍 신례동로 256,126.6344317363,33.3085171454,20241116,20250131
휴애리 유채꽃 축제,제주특별자치도 서귀포시 신례동로 256 휴애리,126.6336401426,33.3083171551,20250120,20250430
2024 제주비엔날레,제주특별자치도 제주시 1100로 2894-78 (연동),126.4897160381,33.4525878104,20241126,20250216
2025 LOTTE WORLD TOWER SKY RUN with SPYDER,서울특별시 송파구 올림픽로 300 (신천동),127.1040749597,37.5141653654,20250420,20250420
2025 YTN 제13회 남산 가족 걷기대회,서울특별시 중구 회현동1가,126.9792157280,37.5549528276,20250405,20250405
2025 고흥 녹동항 드론쇼,전라남도 고흥군 도양읍 봉암리,127.1341150954,34.5256344743,20250412,20251025
2025 국민고향 남해 마시고 RUN,경상남도 남해군 창선면 동부대로 2308,128.0160572268,34.8622341614,20250426,20250426
2025 국제 팝페라&재즈 축제,서울특별시 송파구 송파나루길 206 (신천동),127.1042611168,37.5119517366,20250417,20250417
2025 대한민국 라면박람회,서울특별시 강서구 마곡중앙로 143 (마곡동),126.8254071964,37.5667792585,20250404,20250406
2025 문화가 흐르는 서울광장,서울특별시 중구 을지로 지하12 (을지로1가),126.9787960237,37.5655015943,20250507,20251130
2025 보드게임페스타(세텍),서울특별시 강남구 남부순환로 3104 (대치동),127.0707673919,37.4960890861,20250405,20250406
2025 서울국제정원박람회,서울특별시 동작구 여의대방로20길 33 (신대방동),126.9195061947,37.4949448412,20250522,20251020
2025 선양맨몸마라톤,대전광역시 유성구 대덕대로 480 (도룡동),127.3802705364,36.3759931713,20250101,20250101
2025 신관사또부임행차,전북특별자치도 남원시 요천로 1447 (천거동),127.3799713796,35.4021539472,20250412,20251025
2025 영동세계국악엑스포(2025 Yeongdong World Traditional Music & Arts Expo),충청북도 영동군 영동읍 영동힐링로 117,127.7865319410,36.1563977278,20250912,20251011
2025 울산자전거대축전,울산광역시 남구 신정동,129.3076286251,35.5504415288,20250419,20250419
2025 은파 벚꽃야시장,전북특별자치도 군산시 은파순환길 9 (나운동),126.6890296177,35.9553819831,20250328,20250413
2025 인터내셔널 키스포츠페스티벌 부산,부산광역시 해운대구 APEC로 55 (우동),129.1355209016,35.1687450332,20250712,20250713
2025 작가미술장터 ONE PICK MARKET,세종특별자치시 조치원읍 수원지길 75-21,117.9925662504,19.6944274800,20250514,20250518
2025 지구시민런,서울특별시 마포구 월드컵로 251 (성산동),126.8964785141,37.5659583996,20250420,20250420
2025 청산도슬로걷기축제,전라남도 완도군 청산면,126.8590030820,34.1798852008,20250405,20250504
2025 캠핑&피크닉페어,경기도 고양시 일산서구 킨텍스로 217-59 (대화동),126.7420787151,37.6647497067,20250313,20250316
2025 컬러레이스,부산광역시 강서구 가락대로 929 (범방동),128.8819461313,35.1548752485,20250524,20250524
2025 코리아그랜드세일,서울특별시 종로구 인사동5길 29 태화빌딩,126.9848563969,37.5720398320,20250115,20250228
2025 푸르메워크 남산,서울특별시 중구 남산공원길 649 (회현동1가),126.9838042302,37.5538474828,20250419,20250419
2025 한강 불빛 공연(드론 라이트 쇼),서울특별시 광진구 강변북로 2273 (자양동),127.0739939307,37.5294186076,20250412,20250525
2025서울국제불교박람회,서울특별시 강남구 영동대로 513 (삼성동),127.0592179950,37.5119175967,20250403,20250406
4·19혁명국민문화제,서울특별시 강북구 도봉로89길 13 (수유동),127.0256702080,37.6393938461,20250412,20250419
9.81파크 <981 한라산에 빠지다>,제주특별자치도 제주시 애월읍 천덕로 880-24,126.3673891687,33.3909038082,20250108,20251231
981 러키뉴이어!,제주특별자치도 제주시 애월읍 천덕로 880-24,126.3673891687,33.3909038082,20250101,20250202
APAP 작품투어,경기도 안양시 만안구 예술공원로 180 (안양동),126.9256299791,37.4195037091,20250402,20251130
Colorful Garden 자라섬 꽃 페스타,경기도 가평군 가평읍 자라섬로 60,127.5209420444,37.8208206631,20250524,20250615
DDP 건축투어,서울특별시 중구 을지로 281 (을지로7가),127.0095709797,37.5661076320,20250101,20251231
DDPlay 3월 농부시장 마르쉐,서울특별시 중구 을지로 281 (을지로7가),127.0095709797,37.5661076320,20250323,20250323
K-비건뷰티페어,서울특별시 강남구 영동대로 513 (삼성동),127.0592179950,37.5119175967,20250718,20250720
K-일러스트레이션페어 마곡 2025,서울특별시 강서구 마곡중앙로 143 (마곡동),126.8254071964,37.5667792585,20250821,20250824
K-일러스트레이션페어 부산 2025,부산광역시 해운대구 APEC로 55,129.1363402640,35.1691366711,20250620,20250622
K-일러스트레이션페어 서울 2025,서울특별시 강남구 영동대로 513 코엑스,127.0592179950,37.5119175967,20250206,20250209
K-푸드 페스티벌 넉넉,서울특별시 종로구 세종대로 지하189 (세종로),126.9759766097,37.5734839492,20240529,20250531
K-푸드페스타,서울특별시 강서구 마곡중앙로 143 (마곡동),126.8254071964,37.5667792585,20250829,20250831
K-핸드메이드페어 2025,서울특별시 강남구 영동대로 513,127.0591318945,37.5118092746,20251218,20251221
K-핸드메이드페어 부산 2025,부산광역시 해운대구 APEC로 30 (우동),129.1349765853,35.1658036857,20250620,20250622
WELLNESS on ISLAND,강원특별자치도 춘천시 남산면 남이섬길 1,127.5255090138,37.7963208193,20250510,20250511
Winter Wonder Nami Island,강원특별자치도 춘천시 남산면 남이섬길 1,127.5261035858,37.7901159965,20241201,20250228
